start,start_state,digit_multiset,x,y,first_result,first_result_state,distance_to_6174,trajectory
7219,7219,1279,8,5,8442,8442,7.0,7219 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7223,7223,2237,5,1,5085,5085,7.0,7223 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7224,7224,2247,5,2,5175,5175,7.0,7224 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7231,7231,1237,6,1,6084,6084,7.0,7231 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7232,7232,2237,5,1,5085,5085,7.0,7232 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7234,7234,2347,5,1,5085,5085,7.0,7234 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7235,7235,2357,5,2,5175,5175,7.0,7235 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7242,7242,2247,5,2,5175,5175,7.0,7242 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7243,7243,2347,5,1,5085,5085,7.0,7243 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7245,7245,2457,5,1,5085,5085,7.0,7245 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7246,7246,2467,5,2,5175,5175,7.0,7246 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7253,7253,2357,5,2,5175,5175,7.0,7253 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7254,7254,2457,5,1,5085,5085,7.0,7254 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7256,7256,2567,5,1,5085,5085,7.0,7256 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7257,7257,2577,5,2,5175,5175,7.0,7257 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7264,7264,2467,5,2,5175,5175,7.0,7264 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7265,7265,2567,5,1,5085,5085,7.0,7265 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7267,7267,2677,5,1,5085,5085,7.0,7267 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7268,7268,2678,6,1,6084,6084,7.0,7268 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7275,7275,2577,5,2,5175,5175,7.0,7275 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7276,7276,2677,5,1,5085,5085,7.0,7276 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7280,7280,0278,8,5,8442,8442,7.0,7280 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7286,7286,2678,6,1,6084,6084,7.0,7286 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7288,7288,2788,6,1,6084,6084,7.0,7288 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7290,7290,0279,9,5,9441,9441,7.0,7290 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7291,7291,1279,8,5,8442,8442,7.0,7291 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7309,7309,0379,9,4,9351,9351,7.0,7309 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7312,7312,1237,6,1,6084,6084,7.0,7312 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7314,7314,1347,6,1,6084,6084,7.0,7314 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7321,7321,1237,6,1,6084,6084,7.0,7321 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7322,7322,2237,5,1,5085,5085,7.0,7322 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7324,7324,2347,5,1,5085,5085,7.0,7324 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7325,7325,2357,5,2,5175,5175,7.0,7325 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7334,7334,3347,4,1,4086,4086,7.0,7334 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7341,7341,1347,6,1,6084,6084,7.0,7341 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7342,7342,2347,5,1,5085,5085,7.0,7342 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7343,7343,3347,4,1,4086,4086,7.0,7343 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7345,7345,3457,4,1,4086,4086,7.0,7345 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7352,7352,2357,5,2,5175,5175,7.0,7352 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7354,7354,3457,4,1,4086,4086,7.0,7354 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7356,7356,3567,4,1,4086,4086,7.0,7356 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7358,7358,3578,5,2,5175,5175,7.0,7358 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7365,7365,3567,4,1,4086,4086,7.0,7365 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7367,7367,3677,4,1,4086,4086,7.0,7367 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7368,7368,3678,5,1,5085,5085,7.0,7368 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7369,7369,3679,6,1,6084,6084,7.0,7369 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7376,7376,3677,4,1,4086,4086,7.0,7376 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7385,7385,3578,5,2,5175,5175,7.0,7385 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7386,7386,3678,5,1,5085,5085,7.0,7386 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7388,7388,3788,5,1,5085,5085,7.0,7388 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7389,7389,3789,6,1,6084,6084,7.0,7389 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7390,7390,0379,9,4,9351,9351,7.0,7390 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7396,7396,3679,6,1,6084,6084,7.0,7396 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7398,7398,3789,6,1,6084,6084,7.0,7398 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7413,7413,1347,6,1,6084,6084,7.0,7413 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7415,7415,1457,6,1,6084,6084,7.0,7415 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7422,7422,2247,5,2,5175,5175,7.0,7422 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7423,7423,2347,5,1,5085,5085,7.0,7423 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7425,7425,2457,5,1,5085,5085,7.0,7425 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7426,7426,2467,5,2,5175,5175,7.0,7426 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7431,7431,1347,6,1,6084,6084,7.0,7431 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7432,7432,2347,5,1,5085,5085,7.0,7432 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7433,7433,3347,4,1,4086,4086,7.0,7433 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7435,7435,3457,4,1,4086,4086,7.0,7435 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7451,7451,1457,6,1,6084,6084,7.0,7451 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7452,7452,2457,5,1,5085,5085,7.0,7452 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7453,7453,3457,4,1,4086,4086,7.0,7453 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7459,7459,4579,5,2,5175,5175,7.0,7459 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7462,7462,2467,5,2,5175,5175,7.0,7462 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7468,7468,4678,4,1,4086,4086,7.0,7468 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7469,7469,4679,5,1,5085,5085,7.0,7469 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7486,7486,4678,4,1,4086,4086,7.0,7486 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7488,7488,4788,4,1,4086,4086,7.0,7488 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7489,7489,4789,5,1,5085,5085,7.0,7489 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7495,7495,4579,5,2,5175,5175,7.0,7495 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7496,7496,4679,5,1,5085,5085,7.0,7496 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7498,7498,4789,5,1,5085,5085,7.0,7498 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7499,7499,4799,5,2,5175,5175,7.0,7499 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7514,7514,1457,6,1,6084,6084,7.0,7514 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7516,7516,1567,6,1,6084,6084,7.0,7516 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7523,7523,2357,5,2,5175,5175,7.0,7523 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7524,7524,2457,5,1,5085,5085,7.0,7524 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7526,7526,2567,5,1,5085,5085,7.0,7526 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7527,7527,2577,5,2,5175,5175,7.0,7527 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7532,7532,2357,5,2,5175,5175,7.0,7532 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7534,7534,3457,4,1,4086,4086,7.0,7534 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7536,7536,3567,4,1,4086,4086,7.0,7536 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7538,7538,3578,5,2,5175,5175,7.0,7538 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7541,7541,1457,6,1,6084,6084,7.0,7541 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7542,7542,2457,5,1,5085,5085,7.0,7542 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7543,7543,3457,4,1,4086,4086,7.0,7543 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7549,7549,4579,5,2,5175,5175,7.0,7549 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7561,7561,1567,6,1,6084,6084,7.0,7561 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7562,7562,2567,5,1,5085,5085,7.0,7562 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7563,7563,3567,4,1,4086,4086,7.0,7563 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7569,7569,5679,4,1,4086,4086,7.0,7569 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7572,7572,2577,5,2,5175,5175,7.0,7572 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7583,7583,3578,5,2,5175,5175,7.0,7583 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7589,7589,5789,4,1,4086,4086,7.0,7589 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7594,7594,4579,5,2,5175,5175,7.0,7594 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7596,7596,5679,4,1,4086,4086,7.0,7596 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7598,7598,5789,4,1,4086,4086,7.0,7598 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7615,7615,1567,6,1,6084,6084,7.0,7615 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7617,7617,1677,6,1,6084,6084,7.0,7617 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7624,7624,2467,5,2,5175,5175,7.0,7624 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7625,7625,2567,5,1,5085,5085,7.0,7625 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7627,7627,2677,5,1,5085,5085,7.0,7627 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7628,7628,2678,6,1,6084,6084,7.0,7628 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7635,7635,3567,4,1,4086,4086,7.0,7635 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7637,7637,3677,4,1,4086,4086,7.0,7637 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7638,7638,3678,5,1,5085,5085,7.0,7638 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7639,7639,3679,6,1,6084,6084,7.0,7639 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7642,7642,2467,5,2,5175,5175,7.0,7642 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7648,7648,4678,4,1,4086,4086,7.0,7648 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7649,7649,4679,5,1,5085,5085,7.0,7649 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7651,7651,1567,6,1,6084,6084,7.0,7651 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7652,7652,2567,5,1,5085,5085,7.0,7652 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7653,7653,3567,4,1,4086,4086,7.0,7653 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7659,7659,5679,4,1,4086,4086,7.0,7659 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7671,7671,1677,6,1,6084,6084,7.0,7671 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7672,7672,2677,5,1,5085,5085,7.0,7672 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7673,7673,3677,4,1,4086,4086,7.0,7673 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7682,7682,2678,6,1,6084,6084,7.0,7682 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7683,7683,3678,5,1,5085,5085,7.0,7683 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7684,7684,4678,4,1,4086,4086,7.0,7684 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7693,7693,3679,6,1,6084,6084,7.0,7693 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7694,7694,4679,5,1,5085,5085,7.0,7694 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7695,7695,5679,4,1,4086,4086,7.0,7695 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7716,7716,1677,6,1,6084,6084,7.0,7716 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7725,7725,2577,5,2,5175,5175,7.0,7725 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7726,7726,2677,5,1,5085,5085,7.0,7726 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7736,7736,3677,4,1,4086,4086,7.0,7736 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7752,7752,2577,5,2,5175,5175,7.0,7752 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7761,7761,1677,6,1,6084,6084,7.0,7761 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7762,7762,2677,5,1,5085,5085,7.0,7762 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7763,7763,3677,4,1,4086,4086,7.0,7763 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7802,7802,0278,8,5,8442,8442,7.0,7802 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7820,7820,0278,8,5,8442,8442,7.0,7820 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7826,7826,2678,6,1,6084,6084,7.0,7826 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7828,7828,2788,6,1,6084,6084,7.0,7828 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7835,7835,3578,5,2,5175,5175,7.0,7835 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7836,7836,3678,5,1,5085,5085,7.0,7836 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7838,7838,3788,5,1,5085,5085,7.0,7838 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7839,7839,3789,6,1,6084,6084,7.0,7839 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7846,7846,4678,4,1,4086,4086,7.0,7846 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7848,7848,4788,4,1,4086,4086,7.0,7848 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7849,7849,4789,5,1,5085,5085,7.0,7849 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7853,7853,3578,5,2,5175,5175,7.0,7853 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7859,7859,5789,4,1,4086,4086,7.0,7859 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7862,7862,2678,6,1,6084,6084,7.0,7862 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7863,7863,3678,5,1,5085,5085,7.0,7863 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7864,7864,4678,4,1,4086,4086,7.0,7864 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7882,7882,2788,6,1,6084,6084,7.0,7882 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7883,7883,3788,5,1,5085,5085,7.0,7883 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7884,7884,4788,4,1,4086,4086,7.0,7884 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7893,7893,3789,6,1,6084,6084,7.0,7893 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7894,7894,4789,5,1,5085,5085,7.0,7894 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7895,7895,5789,4,1,4086,4086,7.0,7895 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7901,7901,0179,9,6,9531,9531,7.0,7901 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7902,7902,0279,9,5,9441,9441,7.0,7902 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7903,7903,0379,9,4,9351,9351,7.0,7903 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7910,7910,0179,9,6,9531,9531,7.0,7910 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7912,7912,1279,8,5,8442,8442,7.0,7912 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7920,7920,0279,9,5,9441,9441,7.0,7920 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7921,7921,1279,8,5,8442,8442,7.0,7921 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7930,7930,0379,9,4,9351,9351,7.0,7930 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7936,7936,3679,6,1,6084,6084,7.0,7936 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7938,7938,3789,6,1,6084,6084,7.0,7938 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7945,7945,4579,5,2,5175,5175,7.0,7945 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7946,7946,4679,5,1,5085,5085,7.0,7946 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7948,7948,4789,5,1,5085,5085,7.0,7948 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7949,7949,4799,5,2,5175,5175,7.0,7949 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7954,7954,4579,5,2,5175,5175,7.0,7954 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
7956,7956,5679,4,1,4086,4086,7.0,7956 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7958,7958,5789,4,1,4086,4086,7.0,7958 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7963,7963,3679,6,1,6084,6084,7.0,7963 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7964,7964,4679,5,1,5085,5085,7.0,7964 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7965,7965,5679,4,1,4086,4086,7.0,7965 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7983,7983,3789,6,1,6084,6084,7.0,7983 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7984,7984,4789,5,1,5085,5085,7.0,7984 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
7985,7985,5789,4,1,4086,4086,7.0,7985 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
7994,7994,4799,5,2,5175,5175,7.0,7994 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
8005,8005,0058,8,5,8442,8442,7.0,8005 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
8016,8016,0168,8,5,8442,8442,7.0,8016 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
8027,8027,0278,8,5,8442,8442,7.0,8027 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
8029,8029,0289,9,6,9531,9531,7.0,8029 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
8038,8038,0388,8,5,8442,8442,7.0,8038 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
8039,8039,0389,9,5,9441,9441,7.0,8039 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
