start,start_state,is_repdigit,distinct_digits,digit_multiset,x,y,descending,ascending,first_result,first_result_state,trajectory,final_attractor,final_attractor_state,iterations_to_attractor,distance_to_6174,distance_to_0000,reaches_6174,reaches_0000,other_cycle_detected,cycle_length,cycle
20,0020,False,2,0002,2,0,2000,2,1998,1998,0020 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
21,0021,False,3,0012,2,1,2100,12,2088,2088,0021 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
22,0022,False,2,0022,2,2,2200,22,2178,2178,0022 -> 2178 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
23,0023,False,3,0023,3,2,3200,23,3177,3177,0023 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
24,0024,False,3,0024,4,2,4200,24,4176,4176,0024 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
25,0025,False,3,0025,5,2,5200,25,5175,5175,0025 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
26,0026,False,3,0026,6,2,6200,26,6174,6174,0026 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
27,0027,False,3,0027,7,2,7200,27,7173,7173,0027 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
28,0028,False,3,0028,8,2,8200,28,8172,8172,0028 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
29,0029,False,3,0029,9,2,9200,29,9171,9171,0029 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
30,0030,False,2,0003,3,0,3000,3,2997,2997,0030 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
31,0031,False,3,0013,3,1,3100,13,3087,3087,0031 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
32,0032,False,3,0023,3,2,3200,23,3177,3177,0032 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
33,0033,False,2,0033,3,3,3300,33,3267,3267,0033 -> 3267 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
34,0034,False,3,0034,4,3,4300,34,4266,4266,0034 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
35,0035,False,3,0035,5,3,5300,35,5265,5265,0035 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
36,0036,False,3,0036,6,3,6300,36,6264,6264,0036 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
37,0037,False,3,0037,7,3,7300,37,7263,7263,0037 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
38,0038,False,3,0038,8,3,8300,38,8262,8262,0038 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
39,0039,False,3,0039,9,3,9300,39,9261,9261,0039 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
40,0040,False,2,0004,4,0,4000,4,3996,3996,0040 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
41,0041,False,3,0014,4,1,4100,14,4086,4086,0041 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
42,0042,False,3,0024,4,2,4200,24,4176,4176,0042 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
43,0043,False,3,0034,4,3,4300,34,4266,4266,0043 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
44,0044,False,2,0044,4,4,4400,44,4356,4356,0044 -> 4356 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
45,0045,False,3,0045,5,4,5400,45,5355,5355,0045 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
