start,start_state,is_repdigit,distinct_digits,digit_multiset,x,y,descending,ascending,first_result,first_result_state,trajectory,final_attractor,final_attractor_state,iterations_to_attractor,distance_to_6174,distance_to_0000,reaches_6174,reaches_0000,other_cycle_detected,cycle_length,cycle
9585,9585,False,3,5589,4,3,9855,5589,4266,4266,9585 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9586,9586,False,4,5689,4,2,9865,5689,4176,4176,9586 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9587,9587,False,4,5789,4,1,9875,5789,4086,4086,9587 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9588,9588,False,3,5889,4,0,9885,5889,3996,3996,9588 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9589,9589,False,3,5899,4,1,9985,5899,4086,4086,9589 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9590,9590,False,3,0599,9,4,9950,599,9351,9351,9590 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9591,9591,False,3,1599,8,4,9951,1599,8352,8352,9591 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9592,9592,False,3,2599,7,4,9952,2599,7353,7353,9592 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9593,9593,False,3,3599,6,4,9953,3599,6354,6354,9593 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9594,9594,False,3,4599,5,4,9954,4599,5355,5355,9594 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9595,9595,False,2,5599,4,4,9955,5599,4356,4356,9595 -> 4356 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9596,9596,False,3,5699,4,3,9965,5699,4266,4266,9596 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9597,9597,False,3,5799,4,2,9975,5799,4176,4176,9597 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9598,9598,False,3,5899,4,1,9985,5899,4086,4086,9598 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9599,9599,False,2,5999,4,0,9995,5999,3996,3996,9599 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9600,9600,False,3,0069,9,6,9600,69,9531,9531,9600 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9601,9601,False,4,0169,9,5,9610,169,9441,9441,9601 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9602,9602,False,4,0269,9,4,9620,269,9351,9351,9602 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9603,9603,False,4,0369,9,3,9630,369,9261,9261,9603 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9604,9604,False,4,0469,9,2,9640,469,9171,9171,9604 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9605,9605,False,4,0569,9,1,9650,569,9081,9081,9605 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9606,9606,False,3,0669,9,0,9660,669,8991,8991,9606 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9607,9607,False,4,0679,9,1,9760,679,9081,9081,9607 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9608,9608,False,4,0689,9,2,9860,689,9171,9171,9608 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9609,9609,False,3,0699,9,3,9960,699,9261,9261,9609 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9610,9610,False,4,0169,9,5,9610,169,9441,9441,9610 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9611,9611,False,3,1169,8,5,9611,1169,8442,8442,9611 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9612,9612,False,4,1269,8,4,9621,1269,8352,8352,9612 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9613,9613,False,4,1369,8,3,9631,1369,8262,8262,9613 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9614,9614,False,4,1469,8,2,9641,1469,8172,8172,9614 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9615,9615,False,4,1569,8,1,9651,1569,8082,8082,9615 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9616,9616,False,3,1669,8,0,9661,1669,7992,7992,9616 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9617,9617,False,4,1679,8,1,9761,1679,8082,8082,9617 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9618,9618,False,4,1689,8,2,9861,1689,8172,8172,9618 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9619,9619,False,3,1699,8,3,9961,1699,8262,8262,9619 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9620,9620,False,4,0269,9,4,9620,269,9351,9351,9620 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9621,9621,False,4,1269,8,4,9621,1269,8352,8352,9621 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9622,9622,False,3,2269,7,4,9622,2269,7353,7353,9622 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9623,9623,False,4,2369,7,3,9632,2369,7263,7263,9623 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9624,9624,False,4,2469,7,2,9642,2469,7173,7173,9624 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9625,9625,False,4,2569,7,1,9652,2569,7083,7083,9625 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9626,9626,False,3,2669,7,0,9662,2669,6993,6993,9626 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9627,9627,False,4,2679,7,1,9762,2679,7083,7083,9627 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9628,9628,False,4,2689,7,2,9862,2689,7173,7173,9628 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9629,9629,False,3,2699,7,3,9962,2699,7263,7263,9629 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9630,9630,False,4,0369,9,3,9630,369,9261,9261,9630 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9631,9631,False,4,1369,8,3,9631,1369,8262,8262,9631 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9632,9632,False,4,2369,7,3,9632,2369,7263,7263,9632 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9633,9633,False,3,3369,6,3,9633,3369,6264,6264,9633 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9634,9634,False,4,3469,6,2,9643,3469,6174,6174,9634 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9635,9635,False,4,3569,6,1,9653,3569,6084,6084,9635 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9636,9636,False,3,3669,6,0,9663,3669,5994,5994,9636 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9637,9637,False,4,3679,6,1,9763,3679,6084,6084,9637 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9638,9638,False,4,3689,6,2,9863,3689,6174,6174,9638 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9639,9639,False,3,3699,6,3,9963,3699,6264,6264,9639 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9640,9640,False,4,0469,9,2,9640,469,9171,9171,9640 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9641,9641,False,4,1469,8,2,9641,1469,8172,8172,9641 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9642,9642,False,4,2469,7,2,9642,2469,7173,7173,9642 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9643,9643,False,4,3469,6,2,9643,3469,6174,6174,9643 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9644,9644,False,3,4469,5,2,9644,4469,5175,5175,9644 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9645,9645,False,4,4569,5,1,9654,4569,5085,5085,9645 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9646,9646,False,3,4669,5,0,9664,4669,4995,4995,9646 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9647,9647,False,4,4679,5,1,9764,4679,5085,5085,9647 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9648,9648,False,4,4689,5,2,9864,4689,5175,5175,9648 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9649,9649,False,3,4699,5,3,9964,4699,5265,5265,9649 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9650,9650,False,4,0569,9,1,9650,569,9081,9081,9650 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9651,9651,False,4,1569,8,1,9651,1569,8082,8082,9651 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9652,9652,False,4,2569,7,1,9652,2569,7083,7083,9652 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9653,9653,False,4,3569,6,1,9653,3569,6084,6084,9653 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9654,9654,False,4,4569,5,1,9654,4569,5085,5085,9654 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9655,9655,False,3,5569,4,1,9655,5569,4086,4086,9655 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9656,9656,False,3,5669,4,0,9665,5669,3996,3996,9656 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9657,9657,False,4,5679,4,1,9765,5679,4086,4086,9657 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9658,9658,False,4,5689,4,2,9865,5689,4176,4176,9658 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9659,9659,False,3,5699,4,3,9965,5699,4266,4266,9659 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9660,9660,False,3,0669,9,0,9660,669,8991,8991,9660 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9661,9661,False,3,1669,8,0,9661,1669,7992,7992,9661 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9662,9662,False,3,2669,7,0,9662,2669,6993,6993,9662 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9663,9663,False,3,3669,6,0,9663,3669,5994,5994,9663 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9664,9664,False,3,4669,5,0,9664,4669,4995,4995,9664 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9665,9665,False,3,5669,4,0,9665,5669,3996,3996,9665 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9666,9666,False,2,6669,3,0,9666,6669,2997,2997,9666 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9667,9667,False,3,6679,3,1,9766,6679,3087,3087,9667 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9668,9668,False,3,6689,3,2,9866,6689,3177,3177,9668 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9669,9669,False,2,6699,3,3,9966,6699,3267,3267,9669 -> 3267 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9670,9670,False,4,0679,9,1,9760,679,9081,9081,9670 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9671,9671,False,4,1679,8,1,9761,1679,8082,8082,9671 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9672,9672,False,4,2679,7,1,9762,2679,7083,7083,9672 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9673,9673,False,4,3679,6,1,9763,3679,6084,6084,9673 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9674,9674,False,4,4679,5,1,9764,4679,5085,5085,9674 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9675,9675,False,4,5679,4,1,9765,5679,4086,4086,9675 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9676,9676,False,3,6679,3,1,9766,6679,3087,3087,9676 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9677,9677,False,3,6779,3,0,9776,6779,2997,2997,9677 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9678,9678,False,4,6789,3,1,9876,6789,3087,3087,9678 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9679,9679,False,3,6799,3,2,9976,6799,3177,3177,9679 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9680,9680,False,4,0689,9,2,9860,689,9171,9171,9680 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9681,9681,False,4,1689,8,2,9861,1689,8172,8172,9681 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9682,9682,False,4,2689,7,2,9862,2689,7173,7173,9682 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9683,9683,False,4,3689,6,2,9863,3689,6174,6174,9683 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9684,9684,False,4,4689,5,2,9864,4689,5175,5175,9684 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9685,9685,False,4,5689,4,2,9865,5689,4176,4176,9685 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9686,9686,False,3,6689,3,2,9866,6689,3177,3177,9686 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9687,9687,False,4,6789,3,1,9876,6789,3087,3087,9687 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9688,9688,False,3,6889,3,0,9886,6889,2997,2997,9688 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9689,9689,False,3,6899,3,1,9986,6899,3087,3087,9689 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9690,9690,False,3,0699,9,3,9960,699,9261,9261,9690 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9691,9691,False,3,1699,8,3,9961,1699,8262,8262,9691 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9692,9692,False,3,2699,7,3,9962,2699,7263,7263,9692 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9693,9693,False,3,3699,6,3,9963,3699,6264,6264,9693 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9694,9694,False,3,4699,5,3,9964,4699,5265,5265,9694 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9695,9695,False,3,5699,4,3,9965,5699,4266,4266,9695 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9696,9696,False,2,6699,3,3,9966,6699,3267,3267,9696 -> 3267 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9697,9697,False,3,6799,3,2,9976,6799,3177,3177,9697 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9698,9698,False,3,6899,3,1,9986,6899,3087,3087,9698 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9699,9699,False,2,6999,3,0,9996,6999,2997,2997,9699 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9700,9700,False,3,0079,9,7,9700,79,9621,9621,9700 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9701,9701,False,4,0179,9,6,9710,179,9531,9531,9701 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9702,9702,False,4,0279,9,5,9720,279,9441,9441,9702 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9703,9703,False,4,0379,9,4,9730,379,9351,9351,9703 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9704,9704,False,4,0479,9,3,9740,479,9261,9261,9704 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9705,9705,False,4,0579,9,2,9750,579,9171,9171,9705 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9706,9706,False,4,0679,9,1,9760,679,9081,9081,9706 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9707,9707,False,3,0779,9,0,9770,779,8991,8991,9707 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9708,9708,False,4,0789,9,1,9870,789,9081,9081,9708 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9709,9709,False,3,0799,9,2,9970,799,9171,9171,9709 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9710,9710,False,4,0179,9,6,9710,179,9531,9531,9710 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9711,9711,False,3,1179,8,6,9711,1179,8532,8532,9711 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9712,9712,False,4,1279,8,5,9721,1279,8442,8442,9712 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9713,9713,False,4,1379,8,4,9731,1379,8352,8352,9713 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9714,9714,False,4,1479,8,3,9741,1479,8262,8262,9714 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9715,9715,False,4,1579,8,2,9751,1579,8172,8172,9715 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9716,9716,False,4,1679,8,1,9761,1679,8082,8082,9716 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9717,9717,False,3,1779,8,0,9771,1779,7992,7992,9717 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9718,9718,False,4,1789,8,1,9871,1789,8082,8082,9718 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9719,9719,False,3,1799,8,2,9971,1799,8172,8172,9719 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9720,9720,False,4,0279,9,5,9720,279,9441,9441,9720 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9721,9721,False,4,1279,8,5,9721,1279,8442,8442,9721 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9722,9722,False,3,2279,7,5,9722,2279,7443,7443,9722 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9723,9723,False,4,2379,7,4,9732,2379,7353,7353,9723 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9724,9724,False,4,2479,7,3,9742,2479,7263,7263,9724 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9725,9725,False,4,2579,7,2,9752,2579,7173,7173,9725 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9726,9726,False,4,2679,7,1,9762,2679,7083,7083,9726 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9727,9727,False,3,2779,7,0,9772,2779,6993,6993,9727 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9728,9728,False,4,2789,7,1,9872,2789,7083,7083,9728 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9729,9729,False,3,2799,7,2,9972,2799,7173,7173,9729 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9730,9730,False,4,0379,9,4,9730,379,9351,9351,9730 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9731,9731,False,4,1379,8,4,9731,1379,8352,8352,9731 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9732,9732,False,4,2379,7,4,9732,2379,7353,7353,9732 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
